URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
6588.2,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,33.0,14.0,0.40425531054775937,0.08289241607955482,39.0,0.1268041237113402,38.850721649484534,39.0,123.0,567.0,417.0,4.0,7.0
7050.0,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,41.0,15.0,0.4642857059948981,0.10447761174537759,22.0,0.20305164319248825,21.381220657276995,22.0,173.0,536.0,602.0,1.0,7.0
7511.8,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,58.0,23.0,0.43209876009754616,0.11637931017761594,25.0,0.14153132250580047,24.921997144386935,25.0,183.0,696.0,615.0,26.0,7.0
7973.6,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,55.0,18.0,0.506849308125352,0.11679999981312,28.0,0.21037735849056605,27.97888778550149,28.0,223.0,625.0,760.0,10.0,7.0
8435.4,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,86.0,27.0,0.5221238891847444,0.09691252135770795,24.0,0.2459292532285233,23.5325822276072,24.0,438.0,1166.0,1495.0,1.0,8.0
8897.2,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,80.0,37.0,0.3675213643801593,0.14980793834851736,18.0,0.1447835344215756,17.893356451743315,18.0,204.0,781.0,718.0,6.0,7.0
9359.0,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,71.0,34.0,0.3523809490249433,0.10154738868322302,21.0,0.2383480825958702,20.273910661609776,21.0,404.0,1034.0,1394.0,3.0,8.0
9820.8,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,99.0,27.0,0.5714285668934241,0.13235294103744438,18.0,0.15876923076923077,17.350741734860883,18.0,258.0,952.0,902.0,17.0,7.0
10282.6,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,92.0,29.0,0.5206611527218087,0.12234580371855834,22.0,0.17746643315820199,22.03252503480174,22.0,304.0,989.0,1070.0,16.0,7.0
10744.4,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,73.0,19.0,0.5869565153591684,0.12742382253819415,21.0,0.1623931623931624,20.49352869352869,21.0,209.0,722.0,717.0,21.0,7.0
11206.2,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,30.0,8.0,0.578947353185596,0.09156626483959936,17.0,0.16527777777777777,16.429747474747476,17.0,119.0,415.0,415.0,7.0,7.0
11668.0,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,,,,,,,,,,,,,
12129.8,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,40.0,15.0,0.4545454462809919,0.13064132985595883,21.0,0.1464088397790055,20.74427782162589,21.0,106.0,421.0,345.0,2.0,7.0
12591.6,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,112.0,35.0,0.5238095202461938,0.12029459891956251,27.0,0.19023255813953488,26.951093023255815,27.0,409.0,1222.0,1401.0,11.0,7.0
13053.4,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,89.0,67.0,0.14102564012163052,0.1303258144274638,20.0,0.191904047976012,19.503946085209822,20.0,384.0,1197.0,1277.0,0.0,7.0
13515.2,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,53.0,21.0,0.43243242658875103,0.10263522870646986,21.0,0.24725738396624472,20.888376637797027,21.0,293.0,721.0,1022.0,10.0,8.0
13977.0,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,65.0,22.0,0.49425286788215095,0.11372549004741767,15.0,0.18945634266886327,15.0634368580552,15.0,230.0,765.0,787.0,6.0,7.0
14438.8,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,82.0,20.0,0.6078431312956556,0.11473565791368318,28.0,0.16735659373151981,27.341136185879705,28.0,283.0,889.0,1005.0,22.0,7.0
14900.6,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,100.0,19.0,0.6806722631876281,0.1244769873174927,20.0,0.19015384615384615,19.893134709193244,20.0,309.0,956.0,1091.0,11.0,7.0
15362.4,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,25.0,1.0,0.9230768875739658,0.08360128590481902,24.0,0.268,23.91672380952381,24.0,134.0,311.0,469.0,0.0,8.0
15824.2,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,99.0,36.0,0.4666666632098766,0.14900662235208983,226.0,0.16104039845047038,225.9394161593802,226.0,291.0,906.0,990.0,15.0,7.0
16286.0,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,51.0,3.0,0.8888888724279839,0.09625668432039806,17.0,0.22508038585209003,17.0536685179772,17.0,210.0,561.0,688.0,0.0,7.0
16747.8,https://insights.blackcoffer.com/evolution-of-advertising-industry/,25.0,4.0,0.7241379060642101,0.06728538267451187,18.0,0.24578651685393257,17.898314606741575,18.0,175.0,431.0,613.0,1.0,8.0
17209.6,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,13.0,6.0,0.36842103324099823,0.10106382924966048,28.0,0.23202614379084968,27.910992275698156,28.0,71.0,188.0,232.0,2.0,7.0
17671.4,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,,,,,,,,,,,,,
18133.2,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,40.0,50.0,-0.11111110987654323,0.11421319782460254,25.0,0.1812130177514793,24.654303388918773,25.0,245.0,788.0,811.0,2.0,7.0
18595.0,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,20.0,6.0,0.5384615177514801,0.06435643548426626,25.0,0.1859799713876967,25.038677702840793,25.0,130.0,404.0,444.0,3.0,7.0
19056.8,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,108.0,37.0,0.4896551690368609,0.13744075816356324,18.0,0.16640665626625065,17.54838084432468,18.0,320.0,1055.0,1131.0,10.0,7.0
19518.6,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,39.0,1.0,0.9499999762500007,0.10075566725250462,16.0,0.19939577039274925,15.475107145366403,16.0,132.0,397.0,461.0,4.0,7.0
19980.4,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,22.0,0.0,0.9999999545454565,0.09777777734320987,24.0,0.15675675675675677,23.1877027027027,24.0,58.0,225.0,194.0,0.0,7.0
20442.2,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,54.0,8.0,0.7419354719042666,0.08998548608129828,24.0,0.17290552584670232,23.444162210338682,24.0,194.0,689.0,651.0,4.0,7.0
20904.0,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,41.0,4.0,0.8222222039506177,0.11780104681203915,27.0,0.25662251655629137,26.363518571839908,27.0,155.0,382.0,540.0,1.0,7.0
21365.8,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,24.0,4.0,0.7142856887755111,0.1379310338032954,15.0,0.14736842105263157,14.133021442495126,15.0,56.0,203.0,214.0,0.0,7.0
21827.6,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,7.0,0.0,0.9999998571428775,0.07368420975069254,16.0,0.26973684210526316,15.307894736842105,16.0,41.0,95.0,138.0,1.0,8.0
22289.4,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,50.0,37.0,0.14942528563878982,0.19863013653280792,15.0,0.1234718826405868,14.922116025783508,15.0,101.0,438.0,341.0,19.0,7.0
22751.2,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,17.0,2.0,0.7894736426592819,0.18269230593565092,20.0,0.10285714285714286,19.4855873015873,20.0,18.0,104.0,60.0,1.0,6.0
23213.0,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,60.0,17.0,0.5584415511890708,0.1072423396835065,20.0,0.26666666666666666,19.42870056497175,20.0,304.0,718.0,1079.0,0.0,8.0
23674.8,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,22.0,34.0,-0.21428571045918376,0.17948717891190008,28.0,0.16634799235181644,27.592854986414412,28.0,87.0,312.0,294.0,9.0,7.0
24136.6,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,29.0,27.0,0.03571428507653063,0.09671847997112525,21.0,0.15436241610738255,20.92174496644295,21.0,161.0,579.0,544.0,7.0,7.0
24598.4,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,45.0,30.0,0.19999999733333337,0.074999999925,24.0,0.20799536500579374,23.727033762440673,24.0,359.0,1000.0,1225.0,15.0,8.0
25060.2,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,82.0,23.0,0.5619047565532881,0.11450381666902529,26.0,0.13625866050808313,25.52509169949735,26.0,236.0,917.0,820.0,18.0,7.0
25522.0,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,52.0,22.0,0.40540539992695407,0.09002433079072465,18.0,0.15162200282087446,17.566821640634522,18.0,215.0,822.0,738.0,18.0,7.0
25983.8,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,44.0,7.0,0.7254901818531337,0.11670480522493179,15.0,0.149032992036405,14.469449262388332,15.0,131.0,437.0,454.0,1.0,7.0
26445.6,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,50.0,8.0,0.7241379185493463,0.08309455575487885,23.0,0.12368236120871398,22.283847944483487,23.0,176.0,698.0,594.0,4.0,7.0
26907.4,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,32.0,6.0,0.6842105083102499,0.17272727194214876,28.0,0.18854415274463007,28.008750994431185,28.0,79.0,220.0,274.0,8.0,7.0
27369.2,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,78.0,14.0,0.6956521663516069,0.09674027329470003,23.0,0.2045598480050665,22.96588191021652,23.0,323.0,951.0,1149.0,8.0,7.0
27831.0,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,67.0,67.0,0.0,0.24542124497175596,14.0,0.139,13.213494736842105,14.0,139.0,546.0,478.0,13.0,7.0
28292.8,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,56.0,19.0,0.49333332675555563,0.1254180599909397,15.0,0.09397163120567376,14.879693915640164,15.0,106.0,598.0,366.0,5.0,6.0
28754.6,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,62.0,51.0,0.09734513188190148,0.17492260034841703,25.0,0.13111726685133887,24.1191135734072,25.0,142.0,646.0,469.0,0.0,7.0
29216.4,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,64.0,25.0,0.4382022422673906,0.10470588222975778,18.0,0.18665720369056069,17.46972460987129,18.0,263.0,850.0,912.0,8.0,7.0
29678.2,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,71.0,72.0,-0.006993006944104847,0.24697754706912342,14.0,0.1435361216730038,13.544593935848688,14.0,151.0,579.0,517.0,15.0,7.0
30140.0,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,69.0,49.0,0.16949152398735998,0.1398104263746322,30.0,0.1728395061728395,29.10687165152574,30.0,266.0,844.0,892.0,5.0,7.0
30601.8,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,34.0,11.0,0.5111110997530867,0.10368663570579116,34.0,0.17804551539491298,34.02576366070342,34.0,133.0,434.0,464.0,1.0,7.0
31063.6,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,59.0,19.0,0.5128205062458909,0.11190817774475154,33.0,0.199486301369863,32.524238964992385,33.0,233.0,697.0,823.0,1.0,8.0
31525.4,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,49.0,61.0,-0.10909090809917356,0.11506276138591762,24.0,0.16408114558472553,23.343410236011668,24.0,275.0,956.0,925.0,5.0,7.0
31987.2,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,114.0,123.0,-0.03797468338407307,0.11226906673980623,17.0,0.1304623179227359,16.33053544263301,17.0,412.0,2111.0,1393.0,0.0,7.0
32449.0,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,60.0,26.0,0.39534883261222287,0.08820512811466141,22.0,0.17115054378935318,21.37333826629623,22.0,299.0,975.0,1006.0,10.0,7.0
32910.8,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,61.0,52.0,0.07964601699428303,0.11995753702764593,25.0,0.23741496598639455,25.010220223682694,25.0,349.0,942.0,1176.0,0.0,8.0
33372.6,https://insights.blackcoffer.com/human-rights-outlook/,5.0,1.0,0.6666665555555741,0.0714285705782313,20.0,0.1437908496732026,19.18251633986928,20.0,22.0,84.0,77.0,2.0,7.0
33834.4,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,55.0,3.0,0.896551708680143,0.10760667883560913,22.0,0.1411637931034483,21.637860866078586,22.0,131.0,539.0,430.0,2.0,7.0
34296.2,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,62.0,31.0,0.333333329749104,0.09290709281427863,16.0,0.16081229418221735,15.375249287420786,16.0,293.0,1001.0,1006.0,6.0,7.0
34758.0,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,100.0,14.0,0.75438595829486,0.10982658948956975,19.0,0.1811965811965812,18.943446374414115,19.0,318.0,1038.0,1065.0,5.0,7.0
35219.8,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,45.0,25.0,0.2857142816326531,0.11345218782260585,23.0,0.1682600382409178,22.806434450078978,23.0,176.0,617.0,598.0,3.0,7.0
35681.6,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,44.0,54.0,-0.1020408152852978,0.09477756277100816,28.0,0.1991701244813278,27.735405754710563,28.0,336.0,1034.0,1152.0,1.0,7.0
36143.4,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,40.0,43.0,-0.03614457787777617,0.15285451168903405,19.0,0.16170212765957448,18.496053400083436,19.0,152.0,543.0,526.0,4.0,7.0
36605.2,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,57.0,37.0,0.2127659551833409,0.14220877436882182,17.0,0.1569767441860465,16.555941382605926,17.0,189.0,661.0,632.0,37.0,7.0
37067.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,42.0,21.0,0.3333333280423281,0.1029411763023837,30.0,0.18611111111111112,29.263633633633635,30.0,201.0,612.0,685.0,12.0,7.0
37528.8,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,40.0,53.0,-0.13978494473349523,0.11327649194485202,22.0,0.19428571428571428,21.1984039408867,22.0,238.0,821.0,874.0,3.0,7.0
37990.6,https://insights.blackcoffer.com/travel-and-tourism-outlook/,6.0,2.0,0.4999999375000079,0.08421052542936289,18.0,0.12138728323699421,17.348554913294798,18.0,21.0,95.0,72.0,2.0,6.0
38452.4,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,42.0,47.0,-0.056179774649665455,0.14308681649021412,19.0,0.14719411223551057,18.482606458453525,19.0,160.0,622.0,536.0,13.0,7.0
38914.2,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,17.0,25.0,-0.1904761859410432,0.11699164312815698,18.0,0.17555938037865748,17.158459046269112,18.0,102.0,359.0,343.0,4.0,7.0
39376.0,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,37.0,56.0,-0.2043010730720315,0.14307692285680473,22.0,0.2137546468401487,22.044685532205445,22.0,230.0,650.0,774.0,2.0,7.0
39837.8,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,39.0,37.0,0.026315789127423828,0.14339622614453543,29.0,0.11742777260018639,29.046971109040076,29.0,126.0,530.0,418.0,6.0,7.0
40299.6,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,16.0,2.0,0.7777777345679036,0.07468879637058591,33.0,0.22589531680440772,33.09035812672176,33.0,82.0,241.0,283.0,0.0,8.0
40761.4,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,38.0,8.0,0.6521738988657848,0.1284916197528167,20.0,0.1506849315068493,19.526940639269405,20.0,88.0,358.0,284.0,4.0,6.0
41223.2,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,41.0,45.0,-0.04651162736614387,0.1493055552963445,32.0,0.1816326530612245,31.68555628703094,32.0,178.0,576.0,606.0,3.0,7.0
41685.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,28.0,16.0,0.27272726652892576,0.12464589199817028,24.0,0.08683473389355742,23.834733893557424,24.0,62.0,353.0,201.0,42.0,6.0
42146.8,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,17.0,43.0,-0.43333332611111125,0.0978792820589245,22.0,0.1671612265084075,22.04512536016858,22.0,169.0,613.0,562.0,0.0,7.0
42608.6,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,29.0,41.0,-0.17142856897959188,0.12195121929973655,20.0,0.15862068965517243,19.965409060175794,20.0,161.0,574.0,555.0,0.0,7.0
43070.4,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,40.0,38.0,0.02564102531229455,0.13021702816324368,20.0,0.17587939698492464,19.204967143409352,20.0,175.0,599.0,616.0,2.0,7.0
43532.2,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,44.0,43.0,0.01149425274144537,0.11599999984533334,23.0,0.17651821862348177,22.94097765781976,23.0,218.0,750.0,750.0,8.0,7.0
43994.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,72.0,55.0,0.13385826666253334,0.1481913650546192,23.0,0.1541964866623292,22.33704091350551,23.0,237.0,857.0,807.0,3.0,7.0
44455.8,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,61.0,43.0,0.1730769214127219,0.09594095932108766,24.0,0.182548794489093,23.936033216425773,24.0,318.0,1084.0,1090.0,3.0,7.0
44917.6,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,26.0,31.0,-0.08771929670667901,0.12837837808923788,85.0,0.08085612366230678,84.13234244946491,85.0,68.0,444.0,217.0,44.0,6.0
45379.4,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,68.0,79.0,-0.07482993146374196,0.1312499998828125,27.0,0.19241192411924118,26.816095204430304,27.0,355.0,1120.0,1234.0,11.0,7.0
45841.2,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,55.0,40.0,0.15789473518005542,0.14157973153266806,16.0,0.11788291900561347,15.831963294184524,16.0,147.0,671.0,501.0,7.0,6.0
46303.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,10.0,10.0,0.0,0.10416666612413195,21.0,0.2032258064516129,20.747956989247314,21.0,63.0,192.0,227.0,1.0,8.0
46764.8,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,69.0,87.0,-0.11538461464497042,0.11615785546079087,25.0,0.18419800095192765,24.223104487737093,25.0,387.0,1343.0,1308.0,1.0,7.0
47226.6,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,81.0,56.0,0.18248175049283394,0.17297979776138914,26.0,0.09717868338557993,25.356331790814547,26.0,155.0,792.0,512.0,36.0,6.0
47688.4,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,59.0,71.0,-0.09230769159763315,0.1333333331965812,20.0,0.15481927710843374,19.59133947554926,20.0,257.0,975.0,868.0,12.0,7.0
48150.2,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,76.0,72.0,0.02702702684441198,0.14410905536114013,24.0,0.1628440366972477,23.632705182246468,24.0,284.0,1027.0,946.0,10.0,7.0
48612.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,79.0,81.0,-0.012499999921875001,0.14084507029855187,29.0,0.22094298245614036,28.149915654520917,29.0,403.0,1136.0,1366.0,8.0,7.0
49073.8,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,66.0,17.0,0.5903614386703442,0.082999999917,29.0,0.20122630992196208,28.55668100015926,29.0,361.0,1000.0,1257.0,2.0,8.0
49535.6,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,24.0,27.0,-0.05882352825836219,0.11135371154726265,26.0,0.16728167281672818,25.47316266912669,26.0,136.0,458.0,455.0,3.0,7.0
49997.4,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,53.0,89.0,-0.25352112497520335,0.1555312156018278,25.0,0.18717948717948718,24.449871794871793,25.0,292.0,913.0,1023.0,6.0,7.0
50459.2,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,52.0,28.0,0.29999999625000007,0.14492753596933416,23.0,0.16158536585365854,22.42827050997783,23.0,159.0,552.0,541.0,5.0,7.0
50921.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,9.0,15.0,-0.24999998958333375,0.05867970645799583,22.0,0.20063694267515925,21.735427190863167,22.0,126.0,409.0,445.0,1.0,7.0
51382.8,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,48.0,83.0,-0.2671755704795758,0.12107208861268752,34.0,0.17338952438290187,33.96731499342663,34.0,288.0,1082.0,1000.0,3.0,7.0
51844.6,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,107.0,21.0,0.6718749947509766,0.12379110239478615,25.0,0.2026947861745753,24.82020834925244,25.0,346.0,1034.0,1189.0,0.0,7.0
52306.4,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,46.0,25.0,0.2957746437214839,0.09056122437428415,24.0,0.18188622754491018,23.107237249638654,24.0,243.0,784.0,816.0,7.0,7.0
52768.2,https://insights.blackcoffer.com/continued-demand-for-sustainability/,74.0,32.0,0.3962264113563546,0.16905901089464273,25.0,0.2636363636363636,24.855454545454545,25.0,261.0,627.0,928.0,0.0,8.0
